 item_id,image_url,inpainting_image_url,item_org_id,xmin,ymin,xmax,ymax,ori_content,tr_content
2306,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1040_1_LG09V7467VOQD1HTJIPW/QR_20220913_493_1_L801PYM7X2B95I5BYVM5.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1040_1_LG09V7467VOQD1HTJIPW/QR_20220913_493_1_L801PYM7X2B95I5BYVM5.jpg,18063,552,601,646,667,"2인","For 2 persons"
2306,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1040_1_LG09V7467VOQD1HTJIPW/QR_20220913_493_1_L801PYM7X2B95I5BYVM5.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1040_1_LG09V7467VOQD1HTJIPW/QR_20220913_493_1_L801PYM7X2B95I5BYVM5.jpg,18064,559,448,646,507,"4인","For 4 persons"
2306,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1040_1_LG09V7467VOQD1HTJIPW/QR_20220913_493_1_L801PYM7X2B95I5BYVM5.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1040_1_LG09V7467VOQD1HTJIPW/QR_20220913_493_1_L801PYM7X2B95I5BYVM5.jpg,18065,73,111,413,184,"통갈치조림","Braised Whole Cutlassfish"
2306,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1040_1_LG09V7467VOQD1HTJIPW/QR_20220913_493_1_L801PYM7X2B95I5BYVM5.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1040_1_LG09V7467VOQD1HTJIPW/QR_20220913_493_1_L801PYM7X2B95I5BYVM5.jpg,18066,104,31,382,114,"셋트메뉴","Set Menu"
2306,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1040_1_LG09V7467VOQD1HTJIPW/QR_20220913_493_1_L801PYM7X2B95I5BYVM5.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1040_1_LG09V7467VOQD1HTJIPW/QR_20220913_493_1_L801PYM7X2B95I5BYVM5.jpg,18067,552,514,639,587,"3인","For 3 persons"
2306,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1040_1_LG09V7467VOQD1HTJIPW/QR_20220913_493_1_L801PYM7X2B95I5BYVM5.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1040_1_LG09V7467VOQD1HTJIPW/QR_20220913_493_1_L801PYM7X2B95I5BYVM5.jpg,18068,483,514,542,583,"중","Medium"
2306,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1040_1_LG09V7467VOQD1HTJIPW/QR_20220913_493_1_L801PYM7X2B95I5BYVM5.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1040_1_LG09V7467VOQD1HTJIPW/QR_20220913_493_1_L801PYM7X2B95I5BYVM5.jpg,18069,549,694,639,767,"4인","For 4 persons"
2306,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1040_1_LG09V7467VOQD1HTJIPW/QR_20220913_493_1_L801PYM7X2B95I5BYVM5.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1040_1_LG09V7467VOQD1HTJIPW/QR_20220913_493_1_L801PYM7X2B95I5BYVM5.jpg,18070,549,368,649,434,"4-5인","For 4-5 persons"
2306,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1040_1_LG09V7467VOQD1HTJIPW/QR_20220913_493_1_L801PYM7X2B95I5BYVM5.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1040_1_LG09V7467VOQD1HTJIPW/QR_20220913_493_1_L801PYM7X2B95I5BYVM5.jpg,18071,420,1014,542,1083,"왕특대","Extra Large"
2306,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1040_1_LG09V7467VOQD1HTJIPW/QR_20220913_493_1_L801PYM7X2B95I5BYVM5.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1040_1_LG09V7467VOQD1HTJIPW/QR_20220913_493_1_L801PYM7X2B95I5BYVM5.jpg,18072,549,108,653,191,"4 인","For 4 persons"
2306,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1040_1_LG09V7467VOQD1HTJIPW/QR_20220913_493_1_L801PYM7X2B95I5BYVM5.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1040_1_LG09V7467VOQD1HTJIPW/QR_20220913_493_1_L801PYM7X2B95I5BYVM5.jpg,18073,160,191,687,250,"옥돔구이 , 전복구이 , 성게미역국 4","Grilled Red Tilefish, Grilled Abalone, Sea Urchin and Seaweed Soup"
2306,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1040_1_LG09V7467VOQD1HTJIPW/QR_20220913_493_1_L801PYM7X2B95I5BYVM5.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1040_1_LG09V7467VOQD1HTJIPW/QR_20220913_493_1_L801PYM7X2B95I5BYVM5.jpg,18074,427,365,549,437,"왕특대","Extra Large"
2306,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1040_1_LG09V7467VOQD1HTJIPW/QR_20220913_493_1_L801PYM7X2B95I5BYVM5.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1040_1_LG09V7467VOQD1HTJIPW/QR_20220913_493_1_L801PYM7X2B95I5BYVM5.jpg,18075,545,767,649,844,"3인","For 3 persons"
