 item_id,image_url,inpainting_image_url,item_org_id,xmin,ymin,xmax,ymax,ori_content,tr_content
2309,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1042_1_LG09WK1S3KEM6TYT7OKU/QR_20220913_498_1_L8043M340FQAPLZK7X8C.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1042_1_LG09WK1S3KEM6TYT7OKU/QR_20220913_498_1_L8043M340FQAPLZK7X8C.jpg,18230,678,730,786,776,"뼈 추가","Extra Bones with Meat"
2309,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1042_1_LG09WK1S3KEM6TYT7OKU/QR_20220913_498_1_L8043M340FQAPLZK7X8C.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1042_1_LG09WK1S3KEM6TYT7OKU/QR_20220913_498_1_L8043M340FQAPLZK7X8C.jpg,18231,679,814,850,858,"시래기 추가","Extra Dried Radish Leaf"
2309,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1042_1_LG09WK1S3KEM6TYT7OKU/QR_20220913_498_1_L8043M340FQAPLZK7X8C.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1042_1_LG09WK1S3KEM6TYT7OKU/QR_20220913_498_1_L8043M340FQAPLZK7X8C.jpg,18232,53,674,358,728,"소고기 콩나물국밥","Rice Soup with Beef and Bean Sprouts"
2309,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1042_1_LG09WK1S3KEM6TYT7OKU/QR_20220913_498_1_L8043M340FQAPLZK7X8C.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1042_1_LG09WK1S3KEM6TYT7OKU/QR_20220913_498_1_L8043M340FQAPLZK7X8C.jpg,18233,863,238,917,284,"4인","4 Servings"
2309,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1042_1_LG09WK1S3KEM6TYT7OKU/QR_20220913_498_1_L8043M340FQAPLZK7X8C.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1042_1_LG09WK1S3KEM6TYT7OKU/QR_20220913_498_1_L8043M340FQAPLZK7X8C.jpg,18234,858,320,917,369,"3인","3 Servings"
2309,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1042_1_LG09WK1S3KEM6TYT7OKU/QR_20220913_498_1_L8043M340FQAPLZK7X8C.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1042_1_LG09WK1S3KEM6TYT7OKU/QR_20220913_498_1_L8043M340FQAPLZK7X8C.jpg,18235,861,395,919,440,"2인","2 Servings"
2309,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1042_1_LG09WK1S3KEM6TYT7OKU/QR_20220913_498_1_L8043M340FQAPLZK7X8C.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1042_1_LG09WK1S3KEM6TYT7OKU/QR_20220913_498_1_L8043M340FQAPLZK7X8C.jpg,18236,57,1032,126,1078,"음료","Drinks"
2309,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1042_1_LG09WK1S3KEM6TYT7OKU/QR_20220913_498_1_L8043M340FQAPLZK7X8C.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1042_1_LG09WK1S3KEM6TYT7OKU/QR_20220913_498_1_L8043M340FQAPLZK7X8C.jpg,18237,796,305,852,372,"중","Medium"
2309,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1042_1_LG09WK1S3KEM6TYT7OKU/QR_20220913_498_1_L8043M340FQAPLZK7X8C.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1042_1_LG09WK1S3KEM6TYT7OKU/QR_20220913_498_1_L8043M340FQAPLZK7X8C.jpg,18238,620,497,714,556,"추가","Extra"
2309,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1042_1_LG09WK1S3KEM6TYT7OKU/QR_20220913_498_1_L8043M340FQAPLZK7X8C.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1042_1_LG09WK1S3KEM6TYT7OKU/QR_20220913_498_1_L8043M340FQAPLZK7X8C.jpg,18239,56,950,220,1001,"제주막걸리","Jeju Makgeolli (Unrefined Rice Wine)"
