 item_id,image_url,inpainting_image_url,item_org_id,xmin,ymin,xmax,ymax,ori_content,tr_content
4413,https://d2reotjpatzlok.cloudfront.net/qr-place/thumbnails/item/QR_20230505_1266_2_LHB67QAHTMUUXBQX5S66_9x_M.jpg,https://d2reotjpatzlok.cloudfront.net/qr-place/inpainting/QR_20230508_1266_4413_LHE3OX8YCKDB0ITQOGOW.jpg,82267,6,60,58,403,"모든접시 균일가","All plates are the same price."
4413,https://d2reotjpatzlok.cloudfront.net/qr-place/thumbnails/item/QR_20230505_1266_2_LHB67QAHTMUUXBQX5S66_9x_M.jpg,https://d2reotjpatzlok.cloudfront.net/qr-place/inpainting/QR_20230508_1266_4413_LHE3OX8YCKDB0ITQOGOW.jpg,82268,98,2,156,38,"초밥","Sushi"
4413,https://d2reotjpatzlok.cloudfront.net/qr-place/thumbnails/item/QR_20230505_1266_2_LHB67QAHTMUUXBQX5S66_9x_M.jpg,https://d2reotjpatzlok.cloudfront.net/qr-place/inpainting/QR_20230508_1266_4413_LHE3OX8YCKDB0ITQOGOW.jpg,82269,113,36,143,72,"롤","rolls"
4413,https://d2reotjpatzlok.cloudfront.net/qr-place/thumbnails/item/QR_20230505_1266_2_LHB67QAHTMUUXBQX5S66_9x_M.jpg,https://d2reotjpatzlok.cloudfront.net/qr-place/inpainting/QR_20230508_1266_4413_LHE3OX8YCKDB0ITQOGOW.jpg,82270,85,92,139,375,"즉시 만들어 드립니다!
레일에 없는 메뉴는 주문시","Off the Conveyor belt menu items will be made to order immediately upon request!"
4413,https://d2reotjpatzlok.cloudfront.net/qr-place/thumbnails/item/QR_20230505_1266_2_LHB67QAHTMUUXBQX5S66_9x_M.jpg,https://d2reotjpatzlok.cloudfront.net/qr-place/inpainting/QR_20230508_1266_4413_LHE3OX8YCKDB0ITQOGOW.jpg,82271,147,115,166,407,"모든 메뉴의 이미지는 실제와 차이가 있을 수 있습니다","Images of all menu items may differ from the actual dishes."
4413,https://d2reotjpatzlok.cloudfront.net/qr-place/thumbnails/item/QR_20230505_1266_2_LHB67QAHTMUUXBQX5S66_9x_M.jpg,https://d2reotjpatzlok.cloudfront.net/qr-place/inpainting/QR_20230508_1266_4413_LHE3OX8YCKDB0ITQOGOW.jpg,82272,64,635,190,673,"신선함을 담은 회전초밥 전문점","A Conveyor Belt Sushi restaurant specializing in fresh sushi."
4413,https://d2reotjpatzlok.cloudfront.net/qr-place/thumbnails/item/QR_20230505_1266_2_LHB67QAHTMUUXBQX5S66_9x_M.jpg,https://d2reotjpatzlok.cloudfront.net/qr-place/inpainting/QR_20230508_1266_4413_LHE3OX8YCKDB0ITQOGOW.jpg,82273,298,439,330,473,"면","Noodles"
4413,https://d2reotjpatzlok.cloudfront.net/qr-place/thumbnails/item/QR_20230505_1266_2_LHB67QAHTMUUXBQX5S66_9x_M.jpg,https://d2reotjpatzlok.cloudfront.net/qr-place/inpainting/QR_20230508_1266_4413_LHE3OX8YCKDB0ITQOGOW.jpg,82274,288,469,337,509,"튀김","Deep-fried Dish"
4413,https://d2reotjpatzlok.cloudfront.net/qr-place/thumbnails/item/QR_20230505_1266_2_LHB67QAHTMUUXBQX5S66_9x_M.jpg,https://d2reotjpatzlok.cloudfront.net/qr-place/inpainting/QR_20230508_1266_4413_LHE3OX8YCKDB0ITQOGOW.jpg,82275,635,445,710,486,"디저트","Dessert"
4413,https://d2reotjpatzlok.cloudfront.net/qr-place/thumbnails/item/QR_20230505_1266_2_LHB67QAHTMUUXBQX5S66_9x_M.jpg,https://d2reotjpatzlok.cloudfront.net/qr-place/inpainting/QR_20230508_1266_4413_LHE3OX8YCKDB0ITQOGOW.jpg,82276,886,437,1434,490,"미카도스시를 더 맛있게 즐기는팁!","Tips for enjoying Mikado Sushi even more!"
