 item_id,image_url,inpainting_image_url,item_org_id,xmin,ymin,xmax,ymax,ori_content,tr_content
2329,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1049_2_LG0A2CRGQX85HX415NZ8/QR_20220916_524_2_L84A0IDDACY6LRN79FCF.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1049_2_LG0A2CRGQX85HX415NZ8/QR_20220916_524_2_L84A0IDDACY6LRN79FCF.jpg,18731,1284,707,1356,783,"大","Large"
2329,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1049_2_LG0A2CRGQX85HX415NZ8/QR_20220916_524_2_L84A0IDDACY6LRN79FCF.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1049_2_LG0A2CRGQX85HX415NZ8/QR_20220916_524_2_L84A0IDDACY6LRN79FCF.jpg,18732,718,2368,920,2436,"철판요리","Griddled Seafood Dish"
2329,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1049_2_LG0A2CRGQX85HX415NZ8/QR_20220916_524_2_L84A0IDDACY6LRN79FCF.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1049_2_LG0A2CRGQX85HX415NZ8/QR_20220916_524_2_L84A0IDDACY6LRN79FCF.jpg,18733,1204,332,1283,384,"횟집","Sliced Raw Fish Restaurant"
2329,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1049_2_LG0A2CRGQX85HX415NZ8/QR_20220916_524_2_L84A0IDDACY6LRN79FCF.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1049_2_LG0A2CRGQX85HX415NZ8/QR_20220916_524_2_L84A0IDDACY6LRN79FCF.jpg,18734,747,2448,1248,2520,"매운탕 또는 미역지리","Spicy Fish Stew or Seaweed Soup"
2329,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1049_2_LG0A2CRGQX85HX415NZ8/QR_20220916_524_2_L84A0IDDACY6LRN79FCF.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1049_2_LG0A2CRGQX85HX415NZ8/QR_20220916_524_2_L84A0IDDACY6LRN79FCF.jpg,18735,1063,193,1578,259,"제주 자연산 활어회 전문점","Restaurant Specializing in Sliced Raw Wild-caught Jeju Fish"
2329,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1049_2_LG0A2CRGQX85HX415NZ8/QR_20220916_524_2_L84A0IDDACY6LRN79FCF.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1049_2_LG0A2CRGQX85HX415NZ8/QR_20220916_524_2_L84A0IDDACY6LRN79FCF.jpg,18736,238,158,504,204,"제주특별자치도","Jeju Special Self-Governing Province"
2329,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1049_2_LG0A2CRGQX85HX415NZ8/QR_20220916_524_2_L84A0IDDACY6LRN79FCF.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1049_2_LG0A2CRGQX85HX415NZ8/QR_20220916_524_2_L84A0IDDACY6LRN79FCF.jpg,18737,708,1763,1501,1842,"6 가지 이상으로 구성된 해산물 모둠","Assorted Seafood with more than 6 different kinds"
2329,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1049_2_LG0A2CRGQX85HX415NZ8/QR_20220916_524_2_L84A0IDDACY6LRN79FCF.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1049_2_LG0A2CRGQX85HX415NZ8/QR_20220916_524_2_L84A0IDDACY6LRN79FCF.jpg,18738,66,1184,865,1295,"( 광어 , 참돔 또는 제철방어를 곁들인 활어모둠 VIP 코스 )","( A VIP Course Menu with Flatfish, Sea Bream, or Seasonal Yellow Tail )"
2329,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1049_2_LG0A2CRGQX85HX415NZ8/QR_20220916_524_2_L84A0IDDACY6LRN79FCF.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1049_2_LG0A2CRGQX85HX415NZ8/QR_20220916_524_2_L84A0IDDACY6LRN79FCF.jpg,18739,1286,1109,1359,1179,"大","Large"
2329,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1049_2_LG0A2CRGQX85HX415NZ8/QR_20220916_524_2_L84A0IDDACY6LRN79FCF.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1049_2_LG0A2CRGQX85HX415NZ8/QR_20220916_524_2_L84A0IDDACY6LRN79FCF.jpg,18740,1297,337,1434,392,"향토 음식점","Jeju Traditional Restaurant"
2329,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1049_2_LG0A2CRGQX85HX415NZ8/QR_20220916_524_2_L84A0IDDACY6LRN79FCF.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1049_2_LG0A2CRGQX85HX415NZ8/QR_20220916_524_2_L84A0IDDACY6LRN79FCF.jpg,18741,1290,1214,1356,1290,"中","Medium"
2329,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1049_2_LG0A2CRGQX85HX415NZ8/QR_20220916_524_2_L84A0IDDACY6LRN79FCF.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1049_2_LG0A2CRGQX85HX415NZ8/QR_20220916_524_2_L84A0IDDACY6LRN79FCF.jpg,18742,158,1269,442,1361,"( 국내산 )","( Domestic )"
2329,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1049_2_LG0A2CRGQX85HX415NZ8/QR_20220916_524_2_L84A0IDDACY6LRN79FCF.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1049_2_LG0A2CRGQX85HX415NZ8/QR_20220916_524_2_L84A0IDDACY6LRN79FCF.jpg,18743,285,499,1391,620,"바다풍경 스페셜 VIP 코스 요리","Badapunggyung Special VIP Course Menu"
2329,https://flittotk.s3.amazonaws.com/qr-place/item/QR_20230403_1049_2_LG0A2CRGQX85HX415NZ8/QR_20220916_524_2_L84A0IDDACY6LRN79FCF.jpg,https://flittotk.s3.amazonaws.com/qr-place/inpainting/QR_20230403_1049_2_LG0A2CRGQX85HX415NZ8/QR_20220916_524_2_L84A0IDDACY6LRN79FCF.jpg,18744,719,1595,1585,1676,"제주산 해초와 야채를 이용한 전채요리","An Appetizer using Jeju Seaweed and Vegetables"
